policy,category,base_line,scenario_1_metric,scenario_2_metric,scenario_3_metric,scenario_4_metric,scenario_1_%change,scenario_2_%change,scenario_3_%change,scenario_4_%change,scenario_1_elasticity,scenario_2_elasticity,scenario_3_elasticity,scenario_4_elasticity,mean_elasticity
transit_frequency,Bike,11.758140563964844,11.583806991577148,11.676950454711914,11.734901428222656,11.684864044189453,2.0,1.0,-0.25,-0.5,-0.01482662768311982,-0.010357518964574153,0.00691750321023793,0.009347972926938897,-0.0022296676276292865
transit_frequency,Drive Alone,18.79676055908203,18.869346618652344,18.760595321655273,18.766735076904297,18.724241256713867,2.0,1.0,-0.25,-0.5,0.0038616260148742754,-0.0028860215551304025,0.00559081376239029,0.005787111731850314,0.003088382488496119
transit_frequency,Public Transit,27.218393325805664,30.591459274291992,29.603918075561523,27.4349365234375,26.708702087402344,2.0,1.0,-0.25,-0.5,0.12392597564854557,0.13146577322920927,-0.027845184785130428,0.02808897823076595,0.06390888558084759
transit_frequency,Shared Ride,16.426021575927734,16.473026275634766,16.417709350585938,16.42379379272461,16.37152099609375,2.0,1.0,-0.25,-0.5,0.0028615997787264646,-0.0007590601263404162,0.0004746883580358241,0.004976912356597862,0.0018885350917549337
transit_frequency,TNC - Pooled,13.852174758911133,13.984423637390137,13.884754180908203,13.907041549682617,13.82007884979248,2.0,1.0,-0.25,-0.5,0.009547156369358323,0.0035279032964963264,-0.013863077173254523,0.003475545502124755,0.0006718819986812202
transit_frequency,TNC - Ride Alone,11.357987403869629,11.384232521057129,11.419999122619629,11.338783264160156,11.300544738769531,2.0,1.0,-0.25,-0.5,0.0023107189904576497,0.008189618003389354,0.005917816827324229,0.007586202958879074,0.006001089195012577
transit_frequency,Walk,14.345348358154297,14.258988380432129,14.435609817504883,14.303433418273926,14.302282333374023,2.0,1.0,-0.25,-0.5,-0.006020068357076802,0.009438055155273961,0.010226471042643348,0.004503134783317431,0.004536898156039484
transit_price,Bike,11.758140563964844,11.791257858276367,11.7573881149292,11.728593826293945,11.73259449005127,0.5,-0.25,-0.5,-1.0,0.007041354483594553,0.0002239785798127114,0.0037693125256705873,0.0010863143612973025,0.0030302399875937885
transit_price,Drive Alone,18.79676055908203,18.787418365478516,18.716928482055664,18.856569290161133,18.778547286987305,0.5,-0.25,-0.5,-1.0,-0.001242527079885758,0.014864916149462837,-0.004772795628090631,0.0004844790153462619,0.0023335181142081773
transit_price,Public Transit,27.218393325805664,26.801963806152344,27.487695693969727,27.603031158447266,28.464475631713867,0.5,-0.25,-0.5,-1.0,-0.0382489071515571,-0.03462946094178809,-0.021197311026267984,-0.02289044564446785,-0.029241531191020256
transit_price,Shared Ride,16.426021575927734,16.465909957885742,16.370960235595703,16.51095199584961,16.449626922607422,0.5,-0.25,-0.5,-1.0,0.006070913424414126,0.011732280410768126,-0.007755720354678752,-0.0007185351173006893,0.0023322345908007025
transit_price,TNC - Pooled,13.852174758911133,13.809309959411621,13.814476013183594,13.954570770263672,13.911517143249512,0.5,-0.25,-0.5,-1.0,-0.007736113687119295,0.009525263169344989,-0.01108807964828773,-0.0021419880044540873,-0.002860229542629031
transit_price,TNC - Ride Alone,11.357987403869629,11.344611167907715,11.271310806274414,11.374749183654785,11.363061904907227,0.5,-0.25,-0.5,-1.0,-0.0029442355160028133,0.026709669662064894,-0.002213655358445754,-0.00022338909426278253,0.005332097423338386
transit_price,Walk,14.345348358154297,14.518343925476074,14.138060569763184,14.390633583068848,14.633675575256348,0.5,-0.25,-0.5,-1.0,0.030148373361641445,0.050574391172347966,-0.004735182142385219,-0.01004950210700728,0.016484520071149228
transit_speed,Bike,11.758140563964844,11.641974449157715,,,,-0.25,,,,0.03457871587885253,,,,0.03457871587885253
